Episodio,Tiempo(s),RecompensaTotal,Resultado
969,0.55,1.15,EXITO
970,0.67,1.23,EXITO
967,6.04,0.89,EXITO
969,0.52,1.04,EXITO
970,0.67,1.23,EXITO
963,0.44,1.07,EXITO
973,0.52,1.10,EXITO
974,0.62,1.06,EXITO
973,0.58,1.06,EXITO
962,0.66,1.28,EXITO
966,0.62,1.07,EXITO
949,0.54,1.16,EXITO
969,0.54,1.17,EXITO
969,0.70,1.20,EXITO
970,0.44,1.08,EXITO
975,0.46,1.10,EXITO
964,0.54,1.13,EXITO
961,0.52,1.08,EXITO
972,0.62,1.20,EXITO
963,0.66,1.06,EXITO
972,0.52,1.05,EXITO
975,0.62,1.22,EXITO
980,0.16,1.01,EXITO
975,0.68,1.27,EXITO
977,0.58,1.18,EXITO
955,1.48,0.98,EXITO
981,0.52,1.14,EXITO
969,0.58,1.20,EXITO
967,0.62,1.21,EXITO
957,0.48,1.05,EXITO
977,0.60,1.16,EXITO
975,0.44,1.08,EXITO
974,0.52,1.09,EXITO
971,0.66,1.23,EXITO
972,0.47,1.06,EXITO
962,0.40,1.04,EXITO
983,0.54,1.12,EXITO
987,1.12,1.07,EXITO
989,0.50,1.00,EXITO
991,0.66,1.12,EXITO
992,0.54,1.04,EXITO
976,0.46,1.04,EXITO
991,0.72,1.02,EXITO
992,0.62,1.22,EXITO
978,0.72,1.27,EXITO
990,0.58,1.11,EXITO
981,0.28,1.04,EXITO
982,0.46,1.12,EXITO
992,14.54,0.75,EXITO
980,0.66,1.19,EXITO
980,0.56,1.07,EXITO
970,0.58,1.11,EXITO
989,0.40,1.03,EXITO
982,0.48,1.06,EXITO
988,0.50,1.05,EXITO
993,0.48,1.11,EXITO
994,0.52,1.09,EXITO
1000,0.36,1.03,EXITO
996,0.60,1.18,EXITO
985,0.56,1.17,EXITO
991,0.68,1.30,EXITO
986,7.90,0.97,EXITO
993,0.66,1.24,EXITO
988,0.48,1.14,EXITO
1000,0.42,1.02,EXITO
987,3.16,0.99,EXITO
1000,0.70,1.27,EXITO
1001,0.31,1.05,EXITO
991,0.60,1.03,EXITO
989,0.58,1.18,EXITO
1005,0.50,1.01,EXITO
991,0.36,1.06,EXITO
1013,0.54,1.14,EXITO
1014,0.27,1.01,EXITO
992,1.30,1.02,EXITO
1004,0.52,1.14,EXITO
1016,2.76,1.02,EXITO
999,0.64,1.22,EXITO
996,0.44,1.05,EXITO
996,0.54,1.12,EXITO
998,0.48,1.12,EXITO
998,0.42,1.08,EXITO
1020,0.72,1.27,EXITO
1021,0.54,1.03,EXITO
1008,0.70,1.28,EXITO
1009,0.68,1.21,EXITO
996,0.56,1.21,EXITO
1003,0.44,1.09,EXITO
998,0.76,1.25,EXITO
998,0.52,1.15,EXITO
998,5.52,0.92,EXITO
1000,0.44,1.04,EXITO
1025,0.66,1.05,EXITO
1026,0.48,1.04,EXITO
1001,1.98,1.02,EXITO
1009,0.64,1.20,EXITO
990,0.66,1.21,EXITO
1004,0.48,1.06,EXITO
207,21.10,0.52,EXITO
1005,0.64,1.27,EXITO
1006,0.49,1.12,EXITO
1007,0.66,1.24,EXITO
1007,0.38,1.02,EXITO
1011,0.74,1.29,EXITO
1015,0.72,1.29,EXITO
1018,7.72,1.01,EXITO
1019,0.50,1.13,EXITO
1019,0.61,1.20,EXITO
1020,1.34,1.06,EXITO
1021,0.60,1.21,EXITO
1011,0.52,1.09,EXITO
1010,0.84,1.14,EXITO
1011,0.64,1.25,EXITO
1013,17.30,0.64,EXITO
1034,19.64,0.62,EXITO
1011,0.40,1.07,EXITO
1013,0.32,1.00,EXITO
996,0.42,1.03,EXITO
1015,0.34,1.02,EXITO
1015,0.64,1.20,EXITO
1015,0.72,1.06,EXITO
1025,1.92,1.05,EXITO
1015,0.76,1.27,EXITO
999,0.62,1.19,EXITO
1000,0.60,1.22,EXITO
1017,19.78,0.65,EXITO
1019,0.53,1.08,EXITO
1022,0.60,1.18,EXITO
1023,0.72,1.22,EXITO
1028,0.30,1.04,EXITO
1021,0.54,1.15,EXITO
1003,0.52,1.04,EXITO
1030,0.74,1.26,EXITO
1019,0.58,1.19,EXITO
1017,15.32,0.66,EXITO
1028,0.48,1.06,EXITO
1021,0.58,1.18,EXITO
1016,0.52,1.06,EXITO
1042,0.70,1.28,EXITO
1018,0.46,1.07,EXITO
1031,0.74,1.25,EXITO
1020,0.52,1.15,EXITO
1035,0.50,1.03,EXITO
1008,6.08,0.89,EXITO
1020,0.58,1.21,EXITO
1021,1.01,1.11,EXITO
1022,0.62,1.20,EXITO
211,0.74,1.29,EXITO
1029,0.56,1.06,EXITO
1024,0.34,1.04,EXITO
1035,7.66,0.93,EXITO
1037,0.46,1.12,EXITO
1032,0.54,1.02,EXITO
1027,0.66,1.23,EXITO
1028,0.43,1.03,EXITO
1041,0.42,1.09,EXITO
1034,0.46,1.10,EXITO
1035,0.59,1.19,EXITO
1027,0.72,1.29,EXITO
1037,0.52,1.12,EXITO
1038,0.39,1.03,EXITO
1037,0.56,1.14,EXITO
1031,0.64,1.01,EXITO
1053,0.74,1.02,EXITO
1041,0.50,1.16,EXITO
1032,0.92,1.04,EXITO
1033,0.62,1.18,EXITO
1032,0.38,1.04,EXITO
1033,0.52,1.10,EXITO
1038,2.64,0.99,EXITO
1045,0.44,1.10,EXITO
1037,0.46,1.03,EXITO
1044,0.38,1.00,EXITO
1036,1.14,1.08,EXITO
1042,1.18,1.04,EXITO
1049,0.58,1.18,EXITO
1044,0.56,1.17,EXITO
1061,0.62,1.16,EXITO
1040,0.68,1.23,EXITO
1051,0.58,1.14,EXITO
1053,0.66,1.24,EXITO
1025,0.64,1.09,EXITO
1041,0.58,1.05,EXITO
1042,0.49,1.09,EXITO
1063,0.60,1.12,EXITO
1043,0.53,1.12,EXITO
1051,0.28,1.03,EXITO
1042,0.66,1.20,EXITO
1039,0.62,1.20,EXITO
1053,0.80,1.09,EXITO
1042,1.18,1.04,EXITO
1048,0.70,1.05,EXITO
215,30.60,0.33,EXITO
216,0.59,1.22,EXITO
1055,0.50,1.09,EXITO
1051,0.50,1.04,EXITO
1047,0.50,1.08,EXITO
1044,0.78,1.15,EXITO
1046,0.34,1.01,EXITO
1047,0.74,1.30,EXITO
1052,0.64,1.14,EXITO
1047,0.70,1.29,EXITO
1050,2.38,1.15,EXITO
1048,0.71,1.26,EXITO
1050,1.14,1.01,EXITO
1033,0.66,1.03,EXITO
1048,1.52,0.99,EXITO
1051,0.60,1.19,EXITO
1052,0.50,1.05,EXITO
1035,0.66,1.11,EXITO
1036,7.07,1.06,EXITO
1055,0.86,1.19,EXITO
1056,0.45,1.08,EXITO
1057,0.70,1.27,EXITO
1055,0.60,1.17,EXITO
1063,0.68,1.23,EXITO
1062,0.54,1.09,EXITO
1050,0.56,1.11,EXITO
1054,0.54,1.10,EXITO
1055,0.71,1.25,EXITO
1065,0.78,1.28,EXITO
1050,1.10,1.16,EXITO
1040,0.40,1.01,EXITO
1052,1.26,0.98,EXITO
1065,0.48,1.02,EXITO
1057,0.46,1.10,EXITO
1054,0.64,1.07,EXITO
1076,0.68,1.20,EXITO
1077,0.50,1.13,EXITO
1042,0.72,1.17,EXITO
1052,2.06,1.01,EXITO
1043,0.59,1.18,EXITO
1060,0.54,1.09,EXITO
1061,12.44,0.90,EXITO
1064,0.72,1.05,EXITO
1060,0.58,1.00,EXITO
1060,0.32,1.06,EXITO
1067,0.60,1.22,EXITO
1084,0.80,1.25,EXITO
1069,0.62,1.24,EXITO
1059,0.70,1.18,EXITO
1066,1.52,1.02,EXITO
1064,0.66,1.16,EXITO
1063,0.68,1.19,EXITO
1064,0.62,1.20,EXITO
1065,0.38,1.07,EXITO
1066,0.58,1.20,EXITO
1066,0.52,1.02,EXITO
1051,0.88,1.03,EXITO
1061,5.02,1.03,EXITO
1076,0.56,1.04,EXITO
1069,0.66,1.00,EXITO
1073,1.82,1.00,EXITO
1078,0.60,1.01,EXITO
221,0.66,1.28,EXITO
1068,0.48,1.06,EXITO
1065,1.58,1.00,EXITO
1065,0.64,1.08,EXITO
1074,0.72,1.16,EXITO
1071,1.28,1.07,EXITO
1071,0.90,1.03,EXITO
1073,0.60,1.16,EXITO
1082,19.80,0.63,EXITO
1075,0.50,1.08,EXITO
1074,0.78,1.09,EXITO
1059,0.54,1.12,EXITO
1074,0.54,1.06,EXITO
1075,5.18,0.90,EXITO
223,0.68,1.28,EXITO
1080,0.62,1.07,EXITO
1061,0.80,1.00,EXITO
1076,0.54,1.06,EXITO
1079,0.40,1.06,EXITO
1083,0.46,1.01,EXITO
1079,0.44,1.03,EXITO
1081,0.56,1.13,EXITO
1064,0.50,1.11,EXITO
1077,0.56,1.14,EXITO
1078,0.61,1.02,EXITO
1083,0.50,1.13,EXITO
1067,0.64,1.18,EXITO
1080,7.72,0.87,EXITO
1081,0.56,1.08,EXITO
1086,0.46,1.09,EXITO
1075,1.88,1.01,EXITO
1076,0.36,1.04,EXITO
1083,0.50,1.09,EXITO
1092,0.56,1.16,EXITO
1070,0.58,1.17,EXITO
1071,1.69,0.99,EXITO
1083,3.18,1.09,EXITO
1085,0.74,1.05,EXITO
1089,0.50,1.04,EXITO
1087,0.62,1.12,EXITO
1087,0.68,1.21,EXITO
1075,3.70,0.97,EXITO
1087,0.64,1.22,EXITO
1092,15.08,0.90,EXITO
1090,0.54,1.17,EXITO
1087,0.64,1.19,EXITO
1088,10.67,0.86,EXITO
1089,0.64,1.22,EXITO
1092,0.52,1.14,EXITO
1094,1.00,1.04,EXITO
1089,0.60,1.18,EXITO
1095,0.78,1.05,EXITO
1092,0.80,1.25,EXITO
1084,0.68,1.26,EXITO
1096,0.74,1.30,EXITO
1086,0.66,1.28,EXITO
1109,0.44,1.04,EXITO
227,0.52,1.18,EXITO
1087,0.86,1.07,EXITO
1095,0.54,1.13,EXITO
1098,0.86,1.02,EXITO
1096,0.52,1.16,EXITO
1099,0.62,1.23,EXITO
1100,0.34,1.01,EXITO
1089,0.48,1.04,EXITO
1100,0.64,1.18,EXITO
1102,0.38,1.01,EXITO
1090,0.36,1.07,EXITO
1097,0.72,1.27,EXITO
1106,0.58,1.08,EXITO
1103,0.56,1.09,EXITO
1104,0.66,1.24,EXITO
1105,0.58,1.17,EXITO
1115,0.64,1.01,EXITO
1102,11.30,0.80,EXITO
1109,0.68,1.17,EXITO
1102,0.66,1.02,EXITO
1100,3.40,0.99,EXITO
1105,1.64,1.07,EXITO
1112,0.64,1.03,EXITO
1113,0.29,1.01,EXITO
1091,0.48,1.11,EXITO
1112,0.66,1.21,EXITO
1105,0.58,1.18,EXITO
1107,0.32,1.02,EXITO
230,4.66,1.03,EXITO
1106,4.70,0.91,EXITO
1107,0.77,1.23,EXITO
1107,0.52,1.05,EXITO
1100,0.70,1.23,EXITO
1116,0.54,1.12,EXITO
1110,7.50,1.09,EXITO
1109,13.46,0.72,EXITO
1105,0.56,1.02,EXITO
1125,3.64,0.97,EXITO
1126,0.85,1.01,EXITO
1104,0.42,1.05,EXITO
1120,0.56,1.17,EXITO
1114,0.74,1.11,EXITO
1108,0.82,1.12,EXITO
1122,0.86,1.16,EXITO
1098,0.48,1.12,EXITO
1115,0.86,1.05,EXITO
1117,3.96,1.01,EXITO
1108,2.14,0.96,EXITO
1106,0.60,1.20,EXITO
1107,0.63,1.26,EXITO
1101,3.82,1.07,EXITO
1126,0.28,1.03,EXITO
1121,0.68,1.26,EXITO
1119,0.56,1.17,EXITO
1119,0.68,1.09,EXITO
1116,0.48,1.01,EXITO
1121,0.70,1.21,EXITO
1115,5.82,0.95,EXITO
1118,19.66,0.60,EXITO
1125,0.58,1.17,EXITO
1127,0.46,1.02,EXITO
1128,0.61,1.24,EXITO
1127,0.74,1.29,EXITO
1119,0.90,1.27,EXITO
1119,0.40,1.06,EXITO
1122,0.74,1.03,EXITO
1130,0.64,1.04,EXITO
1118,0.72,1.29,EXITO
1131,0.62,1.23,EXITO
1122,0.60,1.18,EXITO
1128,8.70,0.84,EXITO
1131,2.38,1.04,EXITO
1123,0.48,0.99,EXITO
1131,0.62,1.24,EXITO
1133,0.42,1.03,EXITO
1134,0.35,1.05,EXITO
1117,0.72,1.27,EXITO
1137,0.64,1.21,EXITO
1119,0.50,1.10,EXITO
1127,9.82,0.88,EXITO
1128,0.52,1.11,EXITO
1131,0.44,1.09,EXITO
236,0.56,1.06,EXITO
237,0.25,1.02,EXITO
1145,0.74,1.07,EXITO
1136,0.56,1.20,EXITO
1137,0.52,1.18,EXITO
1123,2.12,1.02,EXITO
1141,0.60,1.06,EXITO
1133,0.46,1.05,EXITO
1137,0.46,1.11,EXITO
1135,10.34,0.96,EXITO
1136,0.66,1.25,EXITO
1139,0.66,1.02,EXITO
1143,0.38,1.05,EXITO
1140,0.62,1.24,EXITO
1135,0.66,1.01,EXITO
1132,0.52,1.01,EXITO
1141,0.42,1.11,EXITO
1136,0.66,1.22,EXITO
1127,0.88,1.11,EXITO
1145,0.48,1.14,EXITO
1136,17.90,0.60,EXITO
1140,0.52,1.02,EXITO
1145,0.66,1.15,EXITO
1143,0.68,1.30,EXITO
1154,0.74,1.29,EXITO
1147,0.48,1.13,EXITO
1137,1.48,1.09,EXITO
1152,0.56,1.05,EXITO
1149,0.72,1.21,EXITO
1147,0.54,1.12,EXITO
1147,0.68,1.29,EXITO
1148,0.49,1.16,EXITO
1142,0.62,1.23,EXITO
1152,0.62,1.24,EXITO
1153,0.53,1.19,EXITO
1152,0.30,1.01,EXITO
1139,5.90,0.95,EXITO
1140,0.56,1.02,EXITO
1143,0.64,1.17,EXITO
1135,0.70,1.18,EXITO
1152,0.36,1.07,EXITO
1144,0.82,1.16,EXITO
1158,0.54,0.99,EXITO
1160,0.54,1.14,EXITO
1161,0.37,1.05,EXITO
1148,3.80,0.92,EXITO
1155,0.38,1.03,EXITO
1156,0.37,1.05,EXITO
1153,0.46,1.06,EXITO
1146,0.56,1.19,EXITO
1156,0.52,1.17,EXITO
1165,0.58,1.14,EXITO
1151,0.76,1.03,EXITO
1152,0.71,1.29,EXITO
1159,0.72,1.03,EXITO
1160,0.47,1.11,EXITO
1156,0.42,1.11,EXITO
1153,0.64,1.12,EXITO
1150,0.54,1.07,EXITO
1151,0.59,1.23,EXITO
1152,0.59,1.23,EXITO
1153,0.63,1.06,EXITO
1154,2.31,0.99,EXITO
1155,0.62,1.02,EXITO
1143,0.64,1.22,EXITO
1157,0.64,1.19,EXITO
1158,0.72,1.29,EXITO
1159,0.69,1.29,EXITO
1168,0.52,1.14,EXITO
1161,0.32,1.05,EXITO
1166,8.42,0.95,EXITO
1167,0.57,1.09,EXITO
1158,0.38,1.07,EXITO
1155,0.56,1.18,EXITO
1162,0.58,1.14,EXITO
1169,0.48,1.15,EXITO
1164,2.98,0.96,EXITO
1156,6.56,0.85,EXITO
1162,0.56,1.18,EXITO
1157,0.59,1.23,EXITO
1168,0.66,1.16,EXITO
1166,0.58,1.19,EXITO
1172,7.42,1.09,EXITO
1160,0.54,1.11,EXITO
1168,0.34,1.03,EXITO
1164,0.46,1.10,EXITO
1172,0.52,1.13,EXITO
1165,12.66,0.77,EXITO
1174,0.62,1.19,EXITO
1167,15.96,0.65,EXITO
1163,0.50,1.06,EXITO
1179,6.28,0.99,EXITO
1173,0.38,1.08,EXITO
1181,0.70,1.16,EXITO
1171,0.92,1.00,EXITO
244,33.78,0.21,EXITO
1167,0.46,1.11,EXITO
1167,9.82,0.77,EXITO
1170,0.58,1.20,EXITO
1171,0.60,1.20,EXITO
1176,0.50,1.03,EXITO
1172,0.46,1.08,EXITO
1177,0.45,1.09,EXITO
1173,0.48,1.02,EXITO
1174,0.58,1.18,EXITO
1164,14.60,0.87,EXITO
1179,0.52,1.13,EXITO
1181,0.44,1.03,EXITO
1178,0.54,1.01,EXITO
1184,0.44,1.07,EXITO
1188,0.60,1.12,EXITO
1177,0.78,1.06,EXITO
1181,1.30,1.02,EXITO
1173,0.54,1.15,EXITO
1185,0.64,1.20,EXITO
1187,0.52,1.17,EXITO
1175,0.58,1.18,EXITO
1188,0.50,1.04,EXITO
1183,0.56,1.17,EXITO
1166,0.50,1.13,EXITO
1172,0.62,1.12,EXITO
1178,0.56,1.09,EXITO
1188,0.76,1.25,EXITO
1183,0.58,1.17,EXITO
1179,0.52,1.14,EXITO
1182,0.56,1.18,EXITO
1185,0.30,1.01,EXITO
1188,0.66,1.17,EXITO
1169,0.52,1.14,EXITO
1170,0.52,1.16,EXITO
1196,0.66,1.03,EXITO
1187,0.64,1.22,EXITO
1176,0.72,1.31,EXITO
1188,0.68,1.28,EXITO
1187,0.56,1.20,EXITO
1192,0.58,1.11,EXITO
1195,0.46,1.12,EXITO
1187,0.50,1.05,EXITO
1194,0.74,1.27,EXITO
1180,0.42,1.11,EXITO
1197,2.68,0.97,EXITO
1196,0.26,1.03,EXITO
1182,0.36,1.03,EXITO
1191,0.80,1.20,EXITO
1199,0.96,0.99,EXITO
1187,1.10,0.99,EXITO
1191,0.56,1.12,EXITO
1192,0.60,1.11,EXITO
1190,0.38,1.07,EXITO
1206,0.58,1.18,EXITO
1204,0.72,1.19,EXITO
1195,0.54,1.16,EXITO
1197,0.50,1.02,EXITO
1198,1.77,0.99,EXITO
1199,0.70,1.28,EXITO
1200,0.75,1.22,EXITO
1197,0.58,1.18,EXITO
1183,4.44,0.92,EXITO
1207,0.56,1.13,EXITO
1202,0.58,1.01,EXITO
1185,0.80,1.22,EXITO
1202,0.48,1.13,EXITO
1208,0.64,1.27,EXITO
1209,0.67,1.30,EXITO
1207,0.54,1.17,EXITO
1197,4.46,1.02,EXITO
1212,0.36,1.07,EXITO
1189,0.50,1.14,EXITO
1203,0.66,1.19,EXITO
1212,0.44,1.06,EXITO
1204,0.70,1.24,EXITO
1206,1.04,0.99,EXITO
1209,0.70,1.23,EXITO
1195,0.50,1.02,EXITO
1196,0.69,1.29,EXITO
1208,0.44,1.08,EXITO
1209,0.60,1.11,EXITO
1215,0.48,0.99,EXITO
1203,0.72,1.27,EXITO
1211,0.54,1.16,EXITO
1211,0.48,1.14,EXITO
251,0.48,1.09,EXITO
252,0.63,1.19,EXITO
1201,0.50,1.11,EXITO
1213,7.26,0.96,EXITO
1214,0.48,1.03,EXITO
1215,0.58,1.20,EXITO
1207,3.62,0.96,EXITO
1201,0.54,1.00,EXITO
1195,6.30,0.87,EXITO
1210,0.40,1.05,EXITO
1210,0.46,1.03,EXITO
1211,0.48,1.06,EXITO
1213,1.52,1.09,EXITO
1204,0.58,1.08,EXITO
1206,0.58,1.22,EXITO
1212,0.60,1.21,EXITO
1221,0.56,1.20,EXITO
1199,0.38,1.05,EXITO
1222,0.47,1.06,EXITO
1216,0.74,1.29,EXITO
1217,0.52,1.08,EXITO
1218,0.56,1.18,EXITO
1210,0.40,1.08,EXITO
1211,0.56,1.16,EXITO
1224,0.28,1.03,EXITO
1223,0.46,1.06,EXITO
1226,0.64,1.24,EXITO
1217,1.16,1.10,EXITO
1223,5.44,0.89,EXITO
1214,0.32,1.03,EXITO
1229,0.30,1.02,EXITO
1230,0.37,1.03,EXITO
1231,0.59,1.16,EXITO
1223,0.68,1.28,EXITO
1206,0.68,1.27,EXITO
1223,0.58,1.16,EXITO
1218,0.62,1.18,EXITO
1229,0.58,1.14,EXITO
1222,0.54,1.13,EXITO
1231,0.52,1.13,EXITO
1224,0.72,1.26,EXITO
1226,0.62,1.22,EXITO
1219,0.54,1.19,EXITO
1225,0.50,1.12,EXITO
1218,0.34,1.01,EXITO
1234,0.62,1.03,EXITO
1231,0.50,1.08,EXITO
1233,0.54,1.05,EXITO
1214,0.68,1.24,EXITO
1231,0.72,1.32,EXITO
1240,0.64,1.14,EXITO
1235,0.54,1.12,EXITO
1236,1.37,1.02,EXITO
1238,0.64,1.17,EXITO
1239,0.64,0.99,EXITO
1233,0.44,1.09,EXITO
1234,0.54,1.17,EXITO
1228,1.18,1.05,EXITO
1235,15.52,0.78,EXITO
1241,0.74,1.11,EXITO
1237,0.56,1.19,EXITO
1226,0.64,1.02,EXITO
1239,16.74,0.62,EXITO
1245,0.66,1.13,EXITO
1240,0.48,1.13,EXITO
1241,0.53,1.04,EXITO
1230,0.36,1.06,EXITO
1243,0.48,1.09,EXITO
1244,0.54,1.09,EXITO
1242,0.46,1.10,EXITO
1246,0.64,1.05,EXITO
1239,0.50,1.08,EXITO
1248,0.62,1.09,EXITO
1247,0.54,1.07,EXITO
1235,0.66,1.25,EXITO
1248,0.60,1.19,EXITO
1241,0.40,1.05,EXITO
1241,0.46,1.04,EXITO
1239,0.66,1.24,EXITO
1240,0.69,1.30,EXITO
1254,0.52,1.12,EXITO
1250,1.38,1.01,EXITO
1253,0.46,1.09,EXITO
1230,0.62,1.25,EXITO
1247,0.30,1.02,EXITO
1254,0.62,1.23,EXITO
1257,0.56,1.10,EXITO
1253,1.48,1.17,EXITO
1253,0.54,1.11,EXITO
1245,0.32,1.02,EXITO
